Nombre,Direccion,CCAA,Latitud,Longitud,Telefono,URL,Correo,Facebook,Categoria,Tamaño,Capaciadad,Capacidad,Ocupacion,id_centro
Associació Catuxap,"Carrer Rossinyol, 8 43782 Vilalba dels Arcs Tarragona Terra Alta Cataluña",Cataluña,41.1214766,0.4061045,+34879610652,http://www.associacicatuxap.com,associ@cid.com,register/associacicatuxap,mixta,grande,,320,558,000680
Associació TwoCats (pel Gospel),"Carrer Balmes, 138 8008 Barcelona Barcelona Barcelonès Cataluña",Cataluña,41.3939008,2.157123462340617,+34 986 491 173,http://www.associacitwocatspelgospel.com,associac@reina-salom.net,about/associacitwocatspelgospel,mixta,grande,,358,365,000681
Associació Montcat,"Carrer de les Barqueres, 14 43892 Mont-roig del Camp Tarragona Baix Camp Cataluña",Cataluña,41.0444953,0.9982503,+34 825 12 32 04,http://www.associacimontcat.com,associa@martin.com,about/associacimontcat,mixta,grande,,454,794,000682
Associació Guillacats,"Carrer Piscina, 55 17403 Sant Hilari Sacalm Girona Selva Cataluña",Cataluña,41.8766177,2.5163221,+34 901 89 14 50,http://www.associaciguillacats.com,associaci@hierro.es,about/associaciguillacats,mixta,pequeña,,74,25,000683
Associació Slot Cat,"Carrer De Dalt, 1 17242 Quart Girona Gironès Cataluña",Cataluña,41.9359695,2.839398,+34873 39 87 09,http://www.associacislotcat.com,associ@castello.com,privacy/associacislotcat,mixta,grande,,407,244,000684
Asociación Pro-can Fiel Amigo,"Baixada Santa Clara, 9 8002 Barcelona Barcelona Barcelonès Cataluña",Cataluña,41.3839005,2.1773458,+34966 216 792,http://www.asociacinprocanfielamigo.com,asocia@belda-soriano.com,post/asociacinprocanfielamigo,canina,grande,,433,585,000685
Asociación Matica- Adopciones y Acogidas,"Carrer la Rosella, 9 8810 Sant Pere de Ribes Barcelona Garraf Cataluña",Cataluña,41.281538,1.8034756,+34 883162732,http://www.asociacinmaticaadopcionesyacogidas.com,asocia@carrasco.net,index/asociacinmaticaadopcionesyacogidas,mixta,mediana,,258,467,000686
"APAGES, ASOCIACION PROTECTORA DE ANIMALES DE GESTALGAR","C/ Cabedos, 14 Gestalgar VALENCIA Valencia",Valencia,39.6043979,-0.835107,+34 803795025,http://www.apagesasociacionprotectoradeanimalesdegestalgar.com,apages@villalonga-valencia.com,terms/apagesasociacionprotectoradeanimalesdegestalgar,canina,mediana,,195,109,000687
ASOCIACION ABUELOS POR Y PARA ELLOS,"C/ LLORET PAPI, 36 Càrcer VALENCIA Valencia",Valencia,39.0666813,-0.5680355,+34944 221 923,http://www.asociacionabuelosporyparaellos.com,asocia@quiros.net,register/asociacionabuelosporyparaellos,canina,pequeña,,58,29,000688
ASOCIACIÓN ADOPCIONES FELINAS DE VALENCIA,"C/ Bernia, 18-26 Valencia VALENCIA Valencia",Valencia,38.6358211,-0.033282,+34983 640 829,http://www.asociacinadopcionesfelinasdevalencia.com,asocia@pacheco.es,homepage/asociacinadopcionesfelinasdevalencia,felina,pequeña,,26,48,000689
ASOCIACION CULTURAL GATS DE PATRAIX,"C/ Montesa, 13- bajo Valencia VALENCIA Valencia",Valencia,40.4666415,0.1825542,+34877 22 35 90,http://www.asociacionculturalgatsdepatraix.com,asociacion@pons.es,terms/asociacionculturalgatsdepatraix,felina,pequeña,,60,99,000690
ASOCIACIÓN GATOS DE RIBA-ROJA DE TÚRIA,"C/ Mariano Benlliure, 27 Riba-roja de Túria VALENCIA Valencia",Valencia,39.5555485,-0.5456405,+34946 46 71 39,http://www.asociacingatosderibarojadetria.com,asocia@ortuno.es,category/asociacingatosderibarojadetria,felina,mediana,,151,176,000691
ASOCIACIÓN GATS DEL JARDÍ DEL MOLÍ,"C/ Dr. Cerveró, 23 Riba-roja de Túria VALENCIA Valencia",Valencia,39.5464697,-0.5668102,+34826 70 92 76,http://www.asociacingatsdeljarddelmol.com,asociacing@barco-pinol.es,post/asociacingatsdeljarddelmol,felina,pequeña,,76,33,000692
ASOCIACIÓN LOS GATITOS DE XERESA,"C/ Font de la Pila, 13 Xeresa VALENCIA Valencia",Valencia,39.0086113,-0.2176336,+34971 68 72 09,http://www.asociacinlosgatitosdexeresa.com,asociacinl@bou-hoyos.net,privacy/asociacinlosgatitosdexeresa,felina,pequeña,,77,50,000693
ANIMALES (ADA),nan nan nan Valencia,Valencia,47.2657106,39.8649918,+34 982722123,http://www.animalesada.com,animal@casal.es,about/animalesada,mixta,mediana,,294,274,000694
ASOCIACION PROTECTORA DE ANIMALES CALLEJEANDO CONTIGO,"C/ Romani, 4-11 Monserrat VALENCIA Valencia",Valencia,39.3550933,-0.6002137,+34828 18 99 60,http://www.asociacionprotectoradeanimalescallejeandocontigo.com,asociaci@villanueva.org,login/asociacionprotectoradeanimalescallejeandocontigo,canina,pequeña,,22,28,000695
ASOCIACION PROTECTORA DE ANIMALES DE UTIEL APAU,"C/ Dos de Mayo, 38-11 Utiel VALENCIA Valencia",Valencia,39.5699776,-1.2071948,+34 901519968,http://www.asociacionprotectoradeanimalesdeutielapau.com,asociacion@soto.com,terms/asociacionprotectoradeanimalesdeutielapau,mixta,pequeña,,100,40,000696
ASOCIACIÓN PROTECTORA DE ANIMALES DE VILLALONGA (A.P.A.V.),"CAMÍ DE FORNA, Nº 7 Villalonga VALENCIA Valencia",Valencia,38.8856585,-0.2025766,+34948264999,http://www.asociacinprotectoradeanimalesdevillalongaa.p.a.v..com,asociacinp@lillo-barbera.com,privacy/asociacinprotectoradeanimalesdevillalongaa.p.a.v.,mixta,grande,,445,434,000697
ASOCIACIÓN PROTECTORA DE ANIMALES LA CANERA.,"Avd. Castilla, 50-12 Cheste VALENCIA Valencia",Valencia,39.4913057,-0.6857927,+34877 16 21 77,http://www.asociacinprotectoradeanimaleslacanera..com,asociacinp@almeida.es,main/asociacinprotectoradeanimaleslacanera.,mixta,grande,,415,678,000698
ASSOCIACIÓ ANIMAL PER CULLERA,"C/ Metge Joan Garcés, 35 Cullera VALENCIA Valencia",Valencia,39.1619131,-0.2528896,+34 987845853,http://www.associacianimalpercullera.com,associac@rodrigo.es,author/associacianimalpercullera,mixta,mediana,,223,294,000699
COLONIAS FELINAS DE RAFELBUNYOL,"C/ Profesor Manuel Broseta, 22-13 Rafelbunyol/Rafelbuñol VALENCIA Valencia",Valencia,39.5857438,-0.3361029,+34875200358,http://www.coloniasfelinasderafelbunyol.com,colonias@salazar.com,home/coloniasfelinasderafelbunyol,felina,pequeña,,50,69,000700
COLONIES FELINES DE GODELLA,"C/ Terral, nº 56 Godella VALENCIA Valencia",Valencia,39.5234217,-0.4206786,+34 928 632 658,http://www.coloniesfelinesdegodella.com,colonie@casas.es,search/coloniesfelinesdegodella,felina,pequeña,,89,40,000701
EL PASSATGE DELS GATS,"C/  Túria, 28 bajo Valencia VALENCIA Valencia",Valencia,38.2319238,-0.5243087,+34 973 21 44 50,http://www.elpassatgedelsgats.com,elpass@serrano.com,privacy/elpassatgedelsgats,felina,pequeña,,48,17,000702
PATRULLA ANIMAL LA VALL DE SEGO,"Plaza del Ayuntamiento, nº 2 Benifairó de les Valls VALENCIA Valencia",Valencia,39.72659125,-0.2697832579549525,+34 920 938 168,http://www.patrullaanimallavalldesego.com,patrull@taboada-tejada.net,author/patrullaanimallavalldesego,mixta,mediana,,291,166,000703
PATRULLA DE RESCATE DE SERRA,"Partida Ciscar, 4 Serra VALENCIA Valencia",Valencia,39.6749936,-0.4281105,+34 880 263 129,http://www.patrulladerescatedeserra.com,patru@maldonado.com,privacy/patrulladerescatedeserra,mixta,pequeña,,66,110,000704
PROTECTORA DE ANIMALES DE LA SERRANIA DEL VILLAR DEL ARZOBISPO,C/ MAYOR 7 Villar del Arzobispo VALENCIA Valencia,Valencia,39.7311312,-0.8263738,+34 888695696,http://www.protectoradeanimalesdelaserraniadelvillardelarzobispo.com,protect@espejo.com,faq/protectoradeanimalesdelaserraniadelvillardelarzobispo,mixta,pequeña,,20,35,000705
ASSOCIACIO MASCOTES EN ADOPCIO CASTELLO,"C/ ONDA, 56 Vila-real/Villarreal CASTELLON Valencia",Valencia,39.9413974,-0.1054325,+34941 29 52 52,http://www.associaciomascotesenadopciocastello.com,associac@tomas.com,main/associaciomascotesenadopciocastello,mixta,pequeña,,71,121,000706
ASSOCIACIÓ PROTECTORA D'ANIMALS PATETES BORRIANA,"Plaça Manuel Sanchis Guarner, 4 Burriana CASTELLON Valencia",Valencia,39.8861186,-0.09425727677538612,+34877 561 569,http://www.associaciprotectoradanimalspatetesborriana.com,associ@vergara-mayo.com,faq/associaciprotectoradanimalspatetesborriana,mixta,grande,,389,597,000707
BAS (BIENESTAR ANIMAL SEGORBE),"Calle Santa Ana, 9 Segorbe CASTELLON Valencia",Valencia,39.853141,-0.4861315,+34 974143350,http://www.basbienestaranimalsegorbe.com,basbienes@benitez.net,terms/basbienestaranimalsegorbe,mixta,pequeña,,89,163,000708
CATS CAMPO CALIG PEÑISCOLA,"C/ BENICARLO, 6 Càlig CASTELLON Valencia",Valencia,40.4607098,0.3567778,+34 613 71 34 96,http://www.catscampocaligpeiscola.com,catscamp@bas-aleman.es,index/catscampocaligpeiscola,mixta,pequeña,,21,17,000709
GATS SENSE SOSTRE,"Cami La Vall, 101 Moncofa CASTELLON Valencia",Valencia,39.8094392,-0.1505486,+34885 81 19 41,http://www.gatssensesostre.com,gatsse@tamarit.es,search/gatssensesostre,felina,mediana,,157,149,000710
GOSSOS SENSE SOSTRE,"C/ LLUCENA, 5 E Moncofa CASTELLON Valencia",Valencia,39.8052817,-0.1398089,+34843534978,http://www.gossossensesostre.com,gossoss@segura-espinosa.net,author/gossossensesostre,mixta,mediana,,142,250,000711
PROTECTORA POR UNA MANADA FELIZ,"CL TARRAGONA, 8 Castelló de la Plana/Castellón CASTELLON Valencia",Valencia,39.9870545,-0.0327538,+34868 673 529,http://www.protectoraporunamanadafeliz.com,protector@echevarria.com,home/protectoraporunamanadafeliz,mixta,mediana,,184,69,000712
ADOPTAMOLA,"C/ ISAAC PERAL, 63 Novelda ALICANTE Valencia",Valencia,38.3894721,-0.7686945,+34 845 38 36 88,http://www.adoptamola.com,adoptam@pont.es,index/adoptamola,mixta,grande,,476,813,000713
ALMANIMAL CASTALLA SOCIEDAD PROTECTORA DE ANIMALES,C/ ALCALDE JUAN RICO Nº7 Castalla ALICANTE Valencia,Valencia,38.563306,-0.6304999,+34942690882,http://www.almanimalcastallasociedadprotectoradeanimales.com,almanimal@arroyo.org,register/almanimalcastallasociedadprotectoradeanimales,canina,mediana,,250,118,000714
ANIMALS SENSE SOSTRE D'ELX,"JOAQUIN GARCIA MORA, 58 Elx/Elche ALICANTE Valencia",Valencia,38.2751351,-0.7126415,+34883 192 892,http://www.animalssensesostredelx.com,anima@ballester.es,terms/animalssensesostredelx,mixta,grande,,464,830,000715
APRASAX (ASOCIACIÓN PROTECTORA DE ANIMALES DE SAX),"C/ CUBA, 111 Sax ALICANTE Valencia",Valencia,38.5323036,-0.8215382,+34 883 03 80 64,http://www.aprasaxasociacinprotectoradeanimalesdesax.com,apras@alfaro.es,home/aprasaxasociacinprotectoradeanimalesdesax,mixta,grande,,411,549,000716
ASOCIACION BENEFICA CANDLES IN THE WIND,C/ ARNICHES 19 San Miguel de Salinas ALICANTE Valencia,Valencia,37.9794283,-0.7876217,+34883 30 72 75,http://www.asociacionbeneficacandlesinthewind.com,asociaci@fuentes.com,faq/asociacionbeneficacandlesinthewind,mixta,grande,,355,239,000717
ASOCIACIÓN CANINA AVATAR,"C/ DOS DE MAYO, 30 Hondón de las Nieves ALICANTE Valencia",Valencia,38.309752,-0.8545303,+34925 075 048,http://www.asociacincaninaavatar.com,asociacin@borras.es,index/asociacincaninaavatar,canina,grande,,398,617,000718
ASOCIACIÓN ESFERA VERDE,"C/ PRINCIPAL, 31 San Isidro ALICANTE Valencia",Valencia,38.1729325,-0.8390101,+34887 63 38 82,http://www.asociacinesferaverde.com,asociacine@cardona.net,post/asociacinesferaverde,mixta,mediana,,219,247,000719
MOLOSOIDES-AERM,nan nan nan Valencia,Valencia,47.2657106,39.8649918,+34975 128 287,http://www.molosoidesaerm.com,moloso@sosa-coloma.org,privacy/molosoidesaerm,mixta,grande,,403,138,000720
ASOCIACION FELINOS ALEGRES,C/ ABAJO. Nº 72. Callosa de Segura ALICANTE Valencia,Valencia,38.1233895,-0.8787446,+34844 566 642,http://www.asociacionfelinosalegres.com,asociaci@menendez.net,author/asociacionfelinosalegres,felina,mediana,,230,367,000721
"ASOCIACIÓN PROTECTORA DE ANIMALES DE DENIA Y COMARCA, A.P.A.D.",PARTIDA MADRIGUERES SUD 36C Dénia ALICANTE Valencia,Valencia,38.8360666,0.0897145,+34980 36 37 34,http://www.asociacinprotectoradeanimalesdedeniaycomarcaa.p.a.d..com,asociac@valcarcel.com,home/asociacinprotectoradeanimalesdedeniaycomarcaa.p.a.d.,mixta,mediana,,161,145,000722
ASOCIACIÓN PROTECTORA DE ANIMALES TERRENITO ASOS,"C/ MAGRANA, 2 Dénia ALICANTE Valencia",Valencia,38.8180678,0.1386546,+34 948 077 696,http://www.asociacinprotectoradeanimalesterrenitoasos.com,asocia@palacios-ferrando.es,category/asociacinprotectoradeanimalesterrenitoasos,mixta,pequeña,,84,111,000723
ASOCIACION SIETE ALEGRIAS SIGLO XXI.,C/ ANTONIO MAURA Nº 21 Alacant/Alicante ALICANTE Valencia,Valencia,38.355512,-0.4775631,+34844 025 625,http://www.asociacionsietealegriassigloxxi..com,asocia@cabezas.org,about/asociacionsietealegriassigloxxi.,mixta,mediana,,124,128,000724
"CANINA ALICANTINA, PROVINCIA DE ALICANTE (ACAPA)","C/. POETA QUINTANA, 27 Alacant/Alicante ALICANTE Valencia",Valencia,38.3477065,-0.4893579,+34 806 007 007,http://www.caninaalicantinaprovinciadealicanteacapa.com,canin@pinol-escolano.org,index/caninaalicantinaprovinciadealicanteacapa,canina,grande,,408,401,000725
CES GATICOX,"C/ LOS OLIVOS, 19 Cox ALICANTE Valencia",Valencia,38.1371394,-0.8913886,+34945 80 91 54,http://www.cesgaticox.com,cesgaticox@falcon-rincon.org,privacy/cesgaticox,felina,mediana,,114,69,000726
COLONIAS FELINAS DEHESA DE CAMPOAMOR,"C/ SALVADOR RUEDA, 15 (DEHESA DE CAMPOAMOR) Orihuela ALICANTE Valencia",Valencia,37.9017414,-0.7610798,+34 803 55 79 95,http://www.coloniasfelinasdehesadecampoamor.com,colon@riera.com,terms/coloniasfelinasdehesadecampoamor,felina,pequeña,,21,24,000727
COLONIAS FELINAS ORIHUELA,C/ LOS PINARES 43 C Orihuela ALICANTE Valencia,Valencia,38.0885015,-0.9803179,+34 823763587,http://www.coloniasfelinasorihuela.com,colon@cortes.com,author/coloniasfelinasorihuela,felina,pequeña,,49,27,000728
DOGGIE ANGELLS,C/ PEIXOS 20 L'Alfàs del Pi ALICANTE Valencia,Valencia,38.5755509,-0.0870037,+34988166859,http://www.doggieangells.com,doggi@baro.com,home/doggieangells,canina,grande,,367,487,000729
EL RETIRO VILLAFRANQUEZA,C/ PRIMAVERA Alacant/Alicante ALICANTE Valencia,Valencia,38.3621848,-0.4821001,+34965337450,http://www.elretirovillafranqueza.com,elretirov@sanjuan.net,homepage/elretirovillafranqueza,mixta,mediana,,204,58,000730
ELLEN S CATS SANCTUARY,C/ JULIO CORTAZAR 5 Torrevieja ALICANTE Valencia,Valencia,37.9942352,-0.6989721,+34803 706 020,http://www.ellenscatssanctuary.com,ellenscat@villalba.es,author/ellenscatssanctuary,mixta,grande,,333,411,000731
"GATARRAPA, PER LA DIGNITAT ANIMAL","C/ SIGNES, 28 Gata de Gorgos ALICANTE Valencia",Valencia,38.7736288,0.0856443,+34 973 536 253,http://www.gatarrapaperladignitatanimal.com,gatarrapa@pinilla.es,homepage/gatarrapaperladignitatanimal,felina,pequeña,,28,24,000732
GATOS CALLEJEROS VILLENA,C/ JUAN IBORRA 1 Villena ALICANTE Valencia,Valencia,38.6465608,-0.8752998,+34 971 855 807,http://www.gatoscallejerosvillena.com,gatosca@hoyos.org,home/gatoscallejerosvillena,felina,pequeña,,31,23,000733
HAPPY PETS,"C/ LIBERACION, 25 Pilar de la Horadada ALICANTE Valencia",Valencia,37.8595567,-0.7885454,+34 924 085 512,http://www.happypets.com,happypets@cortes.com,login/happypets,mixta,grande,,460,812,000734
LA VOZ DE LOS ANIMALES,ZARAUZ 2 URB. SAN LUIS Torrevieja ALICANTE Valencia,Valencia,38.0193955,-0.7052792,+34884 483 699,http://www.lavozdelosanimales.com,lavoz@lopez-batlle.com,post/lavozdelosanimales,mixta,grande,,323,112,000735
LOS CHIQUITINES,CALLE PICAYO Nº21 Salinas ALICANTE Valencia,Valencia,38.5195378,-0.9139495,+34 731 41 80 06,http://www.loschiquitines.com,loschi@conde.com,post/loschiquitines,mixta,pequeña,,83,30,000736
PROTECTORA ANIMALES HORADADA (APAH),"AVENIDA SIETE HIGUERAS,14 Pilar de la Horadada ALICANTE Valencia",Valencia,37.8655295,-0.7967669,+34 985 770 176,http://www.protectoraanimaleshoradadaapah.com,protecto@juan.net,home/protectoraanimaleshoradadaapah,mixta,mediana,,133,147,000737
PROTECTORA DE ANIMALES ALDEA FELINA DE DENIA,"AVDA JAUME I, Nº 23 Els Poblets ALICANTE Valencia",Valencia,38.8500682,0.0163423,+34749 84 53 66,http://www.protectoradeanimalesaldeafelinadedenia.com,prote@calderon-rosado.org,index/protectoradeanimalesaldeafelinadedenia,felina,pequeña,,55,37,000738
PROTECTORA DE ANIMALES DE LA NUCÍA,"C/ LLOSA, 27 La Nucia ALICANTE Valencia",Valencia,38.6161256,-0.1232988,+34846 78 78 13,http://www.protectoradeanimalesdelanuca.com,protector@delgado.net,about/protectoradeanimalesdelanuca,mixta,pequeña,,31,27,000739
PROTECTORA DE ANIMALES DE SANTA POLA Y GRAN ALACANT,C/ CASTAÑOS Nº26 Santa Pola ALICANTE Valencia,Valencia,38.191277,-0.553499,+34 846 95 25 44,http://www.protectoradeanimalesdesantapolaygranalacant.com,protectora@alonso-trillo.org,index/protectoradeanimalesdesantapolaygranalacant,canina,grande,,328,391,000740
PROTECTORA DE ANIMALES Y PLANTAS DE VILLENA,CRUZ DE MAYO 61 Villena ALICANTE Valencia,Valencia,38.6348673,-0.8636001,+34920 86 82 51,http://www.protectoradeanimalesyplantasdevillena.com,protector@cruz-ramis.org,login/protectoradeanimalesyplantasdevillena,mixta,grande,,365,121,000741
PROTECTORA DE ANIMALES Y PLANTAS MARE NOSTRUM,MANZANO 51 MORAIRA Teulada ALICANTE Valencia,Valencia,38.6946048,0.119608,+34 922 66 04 37,http://www.protectoradeanimalesyplantasmarenostrum.com,protecto@nogues.com,homepage/protectoradeanimalesyplantasmarenostrum,canina,mediana,,287,378,000742
RESCATE ANIMAL MARINA ALTA (R.A.M.A),"PLAÇA DE BAIX, 5 Xàbia/Jávea ALICANTE Valencia",Valencia,38.78895795,0.163723961557172,+34887 95 64 28,http://www.rescateanimalmarinaaltar.a.m.a.com,resca@porras.es,login/rescateanimalmarinaaltar.a.m.a,canina,grande,,499,892,000743
RESCATE DE ANIMALES DE BUSOT Y PUEBLOS,C/ CARRASQUETA Nº 42 Busot ALICANTE Valencia,Valencia,38.4915266,-0.4302208,+34887312161,http://www.rescatedeanimalesdebusotypueblos.com,rescatedea@aviles.com,category/rescatedeanimalesdebusotypueblos,felina,pequeña,,27,49,000744
SILVESTRISTA VALLE DEL CID,"SANTO CRISTO, 41 Petrer ALICANTE Valencia",Valencia,38.4808636,-0.7700307,+34 967 143 027,http://www.silvestristavalledelcid.com,silvestri@iglesias.net,author/silvestristavalledelcid,canina,grande,,431,504,000745
SOCIEDAD PROTECTORA DE PLANTAS Y ANIMALES BAIX VINALOPO,C/ SOLARS Nº 40 Elx/Elche ALICANTE Valencia,Valencia,38.2641335,-0.6971892,+34984807397,http://www.sociedadprotectoradeplantasyanimalesbaixvinalopo.com,socieda@rey.com,terms/sociedadprotectoradeplantasyanimalesbaixvinalopo,felina,pequeña,,27,25,000746
SOCIEDAD PROTECTORA PARA ANIMALES DE TORREVIEJA,"RAMON GALLUD, 40 Torrevieja ALICANTE Valencia",Valencia,37.9771376,-0.6825948,+34923 32 15 28,http://www.sociedadprotectoraparaanimalesdetorrevieja.com,socieda@sanjuan-guzman.com,homepage/sociedadprotectoraparaanimalesdetorrevieja,mixta,grande,,306,483,000747
SOCIETY FOR THE CARE OF ANIMALS IN NEED,AVDA DEL BOTICARI 5-02 El Verger ALICANTE Valencia,Valencia,38.8623391,-0.0013657,+34844 259 221,http://www.societyforthecareofanimalsinneed.com,society@tome-sureda.net,register/societyforthecareofanimalsinneed,mixta,pequeña,,30,13,000748
ASOCIACION AVANZA TORRELODONES PARA LA DEFENSA DE LOS ANIMALES  ,"CALLE LLANES, Nº6,  - 28250 Torrelodones (Madrid) Madrid",Madrid,40.5702996,-3.9278596,+34 928261922,http://www.asociacionavanzatorrelodonesparaladefensadelosanimales.com,asociacion@rojas.net,post/asociacionavanzatorrelodonesparaladefensadelosanimales,canina,grande,,421,201,000749
ANIMAVIDA ASOCIACION PROTECTORA DE ANIMALES Y MEDIO AMBIENTE  ,"PLAZA DEL GARGANTÓN, Nº9,  - 28491 Navacerrada (Madrid) Madrid",Madrid,40.730388,-4.010812,+34 875 64 21 14,http://www.animavidaasociacionprotectoradeanimalesymedioambiente.com,animav@alegria-lobo.es,author/animavidaasociacionprotectoradeanimalesymedioambiente,mixta,grande,,413,237,000750
DE CERO ADOPTAUNO POR LA DEFENSA DE LOS ANIMALES,"CALLE LLANES, Nº18,  - 28250 Torrelodones (Madrid) Madrid",Madrid,40.5702996,-3.9278596,+34 901529726,http://www.deceroadoptaunoporladefensadelosanimales.com,decer@acero.es,index/deceroadoptaunoporladefensadelosanimales,canina,pequeña,,51,46,000751
ALDEA ANIMAL ASOCIACION PROTECTORA DE ANIMALES DE ALDEA DEL FRESNO APAAF ,"CALLE REAL, Nº6,  - 28620 Aldea del Fresno (Madrid) Madrid",Madrid,40.3251836,-4.2039463,+34947354950,http://www.aldeaanimalasociacionprotectoradeanimalesdealdeadelfresnoapaaf.com,aldeaan@valera-gonzalez.org,register/aldeaanimalasociacionprotectoradeanimalesdealdeadelfresnoapaaf,mixta,pequeña,,92,149,000752
ANIMALISTAS NAVALCARNERO UNIENDO VIDAS ASOCIACION PROTECTORA DE ANIMALES Y PLANTAS   ,"CALLE TIO ALBERTO, Nº10,  - 28600 Navalcarnero (Madrid) Madrid",Madrid,40.2877898,-4.0080038,+34812 00 31 03,http://www.animalistasnavalcarnerouniendovidasasociacionprotectoradeanimalesyplantas.com,animalista@casares.com,login/animalistasnavalcarnerouniendovidasasociacionprotectoradeanimalesyplantas,mixta,grande,,376,266,000753
ASOCIACION VILLANIMAL,"CALLE CIGUELA, Nº30,  - 28660 Boadilla del Monte (Madrid) Madrid",Madrid,40.430238,-3.9118295,+34 945 495 052,http://www.asociacionvillanimal.com,asociaci@iglesia.es,login/asociacionvillanimal,mixta,pequeña,,95,57,000754
ASOCIACION PROTECTORA DE ANIMALES DE COMPAÑIA DE COLMENAREJO,"CALLE CAÑADA DE LAS MERINAS, Nº90,  - 28270 Colmenarejo (Madrid) Madrid",Madrid,40.5607216,-4.0134777,+34734 514 119,http://www.asociacionprotectoradeanimalesdecompaiadecolmenarejo.com,asocia@sanmiguel.es,search/asociacionprotectoradeanimalesdecompaiadecolmenarejo,canina,pequeña,,99,67,000755
ASOCIACION PROTECTORA DE ANIMALES CORAZONES PELUDOS QUE DEJAN HUELLA  ,"CALLE FUENTE DE MAJACARDOSA, Nº6,  - 28723 Pedrezuela (Madrid) Madrid",Madrid,40.7464664,-3.5981083,+34872087550,http://www.asociacionprotectoradeanimalescorazonespeludosquedejanhuella.com,asociacio@sanmiguel.com,main/asociacionprotectoradeanimalescorazonespeludosquedejanhuella,mixta,mediana,,284,282,000756
ASOCIACION PROTECTORA DE ANIMALES LOS GATOS DE KIKA ,"CALLE MIRADOR, Nº32,  - 28260 Galapagar (Madrid) Madrid",Madrid,40.5701716,-4.0073783,+34979 854 586,http://www.asociacionprotectoradeanimaleslosgatosdekika.com,asociacion@marin-pujadas.es,homepage/asociacionprotectoradeanimaleslosgatosdekika,felina,mediana,,284,361,000757
ASOCIACION VERSION ANIMAL ,"CALLE HIERBABUENA, Nº24,  - 28039 Madrid (Madrid) Madrid",Madrid,40.655006,-3.7631902,+34741 28 65 14,http://www.asociacionversionanimal.com,asociaci@alcantara.com,login/asociacionversionanimal,mixta,pequeña,,99,150,000758
ASOCIACION PROTECTORA DE ANIMALES DOMESTICOS GATINERIA ,"CALLE FUENTE DE LA ZARZA, Nº10,  - 28694 Chapinería (Madrid) Madrid",Madrid,40.3808493,-4.2036736,+34704391719,http://www.asociacionprotectoradeanimalesdomesticosgatineria.com,asoci@domenech-ramon.com,author/asociacionprotectoradeanimalesdomesticosgatineria,felina,pequeña,,33,31,000759
ASOCIACION POPULAR DE AYUDA A LOS ANIMALES DE MADRID ,"CALLE ACONCAGUA, Nº2,  - 28944 Fuenlabrada (Madrid) Madrid",Madrid,40.278771,-3.8040287,+34 983 72 71 27,http://www.asociacionpopulardeayudaalosanimalesdemadrid.com,asocia@tolosa-monreal.com,index/asociacionpopulardeayudaalosanimalesdemadrid,canina,pequeña,,63,50,000760
SERRANIMAL ASOCIACION DE SERRANILLOS DEL VALLE PARA LA PROTECCION DE LOS ANIMALES Y DEL MEDIO AMBIENTE,"CALLE MAGNOLIOS, Nº3,  - 28979 Serranillos del Valle (Madrid) Madrid",Madrid,40.2067014,-3.8700317,+34948405853,http://www.serranimalasociaciondeserranillosdelvalleparalaprotecciondelosanimalesydelmedioambiente.com,serranim@lastra.es,post/serranimalasociaciondeserranillosdelvalleparalaprotecciondelosanimalesydelmedioambiente,canina,mediana,,220,72,000761
ASOCIACION BIENESTAR ANIMAL DE SEVILLA LA NUEVA BASLN,"CALLE FUENTE DEL EGIDO, Nº30,  - 28609 Sevilla la Nueva (Madrid) Madrid",Madrid,40.3583837,-4.003823,+34964 040 681,http://www.asociacionbienestaranimaldesevillalanuevabasln.com,asociacio@salmeron.com,register/asociacionbienestaranimaldesevillalanuevabasln,mixta,pequeña,,41,65,000762
GUARDIAN ANIMAL MADRID,"CALLE JOSÉ SOLANA, Nº59,  - 28660 Boadilla del Monte (Madrid) Madrid",Madrid,40.4090513,-3.8879741,+34927 32 17 77,http://www.guardiananimalmadrid.com,guardiana@bas.com,index/guardiananimalmadrid,canina,pequeña,,95,60,000763
HADAS HOGAR DE LA ASOCIACION PARA LA DEFENSA ANIMAL SIGUENOS,"CALLE SAN PABLO, Nº2,  - 28294 Robledo de Chavela (Madrid) Madrid",Madrid,40.4972784,-4.2393195,+34 981 597 429,http://www.hadashogardelaasociacionparaladefensaanimalsiguenos.com,hadasho@murcia-penalver.com,author/hadashogardelaasociacionparaladefensaanimalsiguenos,mixta,mediana,,223,233,000764
ASOCIACION FELINA DE LA COMUNIDAD DE MADRID AFM,"AVDA DE CARBON BLANC, Nº52,  - 28680 San Martín de Valdeiglesias (Madrid) Madrid",Madrid,40.3631763,-4.3905137,+34982 274 671,http://www.asociacionfelinadelacomunidaddemadridafm.com,asociaci@millan.es,homepage/asociacionfelinadelacomunidaddemadridafm,felina,mediana,,292,231,000765
ASOCIACION DE AMIGOS DE LAS MASCOTAS SULTAN Y KEKA,"CALLE CISNE, Nº7, Getafe (Madrid) Madrid",Madrid,40.3066879,-3.7395202,+34979 07 93 35,http://www.asociaciondeamigosdelasmascotassultanykeka.com,asociacio@asenjo.es,author/asociaciondeamigosdelasmascotassultanykeka,mixta,mediana,,125,86,000766
